LocationDesc,Year,GeoLocation,retail_tax_percentage,pack_consumption_pc,fed_state_tax_pp,mean_pp,state_tax_pp,cig_tax_rev
Colorado,2014,"(38.843840757, -106.133610921)",34.1,36.7,1.85,5.431,0.84,162218960
Colorado,2015,"(38.843840757, -106.133610921)",34,36.3,1.85,5.443,0.84,163117891
Colorado,2016,"(38.843840757, -106.133610921)",33.7,35.8,1.85,5.49,0.84,163999393
Colorado,2017,"(38.843840757, -106.133610921)",32.5,34.5,1.85,5.696,0.84,160413997
Colorado,2018,"(38.843840757, -106.133610921)",31.5,32.1,1.85,5.873,0.84,151345229
Colorado,2019,"(38.843840757, -106.133610921)",30.5,30.4,1.85,6.06,0.84,145551255
Connecticut,1970,"(41.56266102, -72.649840952)",52.7,120,0.24,0.455,0.16,57913000
Connecticut,1971,"(41.56266102, -72.649840952)",56.5,117.6,0.29,0.513,0.16,57202000
Connecticut,1972,"(41.56266102, -72.649840952)",57.3,110.8,0.29,0.506,0.21,69983000
Connecticut,1973,"(41.56266102, -72.649840952)",55.2,109.3,0.29,0.525,0.21,70720000
Connecticut,1974,"(41.56266102, -72.649840952)",53.2,112.4,0.29,0.545,0.21,72582000
Connecticut,1975,"(41.56266102, -72.649840952)",50.4,110.2,0.29,0.576,0.21,71458000
Connecticut,1976,"(41.56266102, -72.649840952)",49.7,113.4,0.29,0.584,0.21,73701000
Connecticut,1977,"(41.56266102, -72.649840952)",47,117.3,0.29,0.617,0.21,76803000
Connecticut,1978,"(41.56266102, -72.649840952)",45,117.5,0.29,0.644,0.21,76700000
Connecticut,1979,"(41.56266102, -72.649840952)",43.3,117.4,0.29,0.67,0.21,76544000
Connecticut,1980,"(41.56266102, -72.649840952)",36.2,118,0.29,0.801,0.21,77161000
Connecticut,1981,"(41.56266102, -72.649840952)",33.9,116.4,0.29,0.856,0.21,75961000
Connecticut,1982,"(41.56266102, -72.649840952)",30.3,114.7,0.29,0.956,0.21,75483000
Connecticut,1983,"(41.56266102, -72.649840952)",37,114.1,0.42,1.135,0.21,75564000
Connecticut,1984,"(41.56266102, -72.649840952)",35.4,112.5,0.42,1.186,0.26,90454000
Connecticut,1985,"(41.56266102, -72.649840952)",35.4,111,0.42,1.185,0.26,90922000
Connecticut,1986,"(41.56266102, -72.649840952)",34.2,108.5,0.42,1.227,0.26,89483000
Connecticut,1987,"(41.56266102, -72.649840952)",32.3,109,0.42,1.297,0.26,90031000
Connecticut,1988,"(41.56266102, -72.649840952)",29.6,104.8,0.42,1.42,0.26,88352000
Connecticut,1989,"(41.56266102, -72.649840952)",31.4,100.6,0.56,1.712,0.4,97623000
Connecticut,1990,"(41.56266102, -72.649840952)",33,91.5,0.56,1.695,0.4,119516086
Connecticut,1991,"(41.56266102, -72.649840952)",33.6,86.7,0.65,1.935,0.4,114506710
Connecticut,1992,"(41.56266102, -72.649840952)",32.1,83.6,0.65,2.023,0.4,120786957
Connecticut,1993,"(41.56266102, -72.649840952)",34.5,79.1,0.71,2.056,0.45,117494262
Connecticut,1994,"(41.56266102, -72.649840952)",36,76.6,0.74,2.054,0.45,119272088
Connecticut,1995,"(41.56266102, -72.649840952)",35.9,79.3,0.74,2.063,0.47,129752865
Connecticut,1996,"(41.56266102, -72.649840952)",35.5,76,0.74,2.085,0.5,124388937
Connecticut,1997,"(41.56266102, -72.649840952)",34,75.9,0.74,2.179,0.5,123589875
Connecticut,1998,"(41.56266102, -72.649840952)",31.3,75.5,0.74,2.365,0.5,123618156
Connecticut,1999,"(41.56266102, -72.649840952)",23.7,73.4,0.74,3.123,0.5,120025312
Connecticut,2000,"(41.56266102, -72.649840952)",26.3,71.4,0.84,3.192,0.5,117215187
Connecticut,2001,"(41.56266102, -72.649840952)",23.7,68.7,0.84,3.545,0.5,117001000
Connecticut,2002,"(41.56266102, -72.649840952)",34.7,66.4,1.5,4.318,1.11,151324307
Connecticut,2003,"(41.56266102, -72.649840952)",40.6,59.7,1.9,4.684,1.51,251978914
Connecticut,2004,"(41.56266102, -72.649840952)",40.4,53.1,1.9,4.708,1.51,279555397
Connecticut,2005,"(41.56266102, -72.649840952)",40.1,49.9,1.9,4.733,1.51,270187452
Connecticut,2006,"(41.56266102, -72.649840952)",40.7,50.9,1.9,4.67,1.51,269670000
Connecticut,2007,"(41.56266102, -72.649840952)",44.6,50.5,2.39,5.358,1.51,264019838
Connecticut,2008,"(41.56266102, -72.649840952)",51.8,47.4,2.89,5.584,2,331970817
Connecticut,2009,"(41.56266102, -72.649840952)",53.7,45.9,4.01,7.474,2,321568623
Connecticut,2010,"(41.56266102, -72.649840952)",53.1,40.8,4.01,7.548,3,382087683
Connecticut,2011,"(41.56266102, -72.649840952)",55.1,36.3,4.41,8.005,3,389770000
Connecticut,2012,"(41.56266102, -72.649840952)",52.9,33.5,4.41,8.329,3.4,410490194
Connecticut,2013,"(41.56266102, -72.649840952)",53.7,31.4,4.41,8.214,3.4,382919319
Connecticut,2014,"(41.56266102, -72.649840952)",53.7,30.1,4.41,8.211,3.4,367577400
Connecticut,2015,"(41.56266102, -72.649840952)",54.2,28.6,4.66,8.6,3.4,350286669
Connecticut,2016,"(41.56266102, -72.649840952)",55.2,28.3,4.91,8.892,3.65,364451380
Connecticut,2017,"(41.56266102, -72.649840952)",53.1,26.5,4.91,9.254,3.9,369918221
Connecticut,2018,"(41.56266102, -72.649840952)",55,23.8,5.36,9.753,4.35,355589691
Connecticut,2019,"(41.56266102, -72.649840952)",53.4,21.9,5.36,10.043,4.35,343079595
Delaware,1970,"(39.008830667, -75.577741168)",46,155,0.19,0.413,0.11,9328000
Delaware,1971,"(39.008830667, -75.577741168)",49.2,161.1,0.22,0.447,0.11,9805000
Delaware,1972,"(39.008830667, -75.577741168)",50,156.3,0.22,0.44,0.14,11983000
Delaware,1973,"(39.008830667, -75.577741168)",49.8,154.7,0.22,0.442,0.14,12236000
Delaware,1974,"(39.008830667, -75.577741168)",47.9,151.3,0.22,0.459,0.14,12206000
Delaware,1975,"(39.008830667, -75.577741168)",43.9,147.6,0.22,0.501,0.14,11847000
Delaware,1976,"(39.008830667, -75.577741168)",42.6,153,0.22,0.517,0.14,12409000
Delaware,1977,"(39.008830667, -75.577741168)",37.5,153.3,0.22,0.587,0.14,12493000
Delaware,1978,"(39.008830667, -75.577741168)",36.7,155.5,0.22,0.6,0.14,12672000
Delaware,1979,"(39.008830667, -75.577741168)",35.1,150.2,0.22,0.627,0.14,12260000
Delaware,1980,"(39.008830667, -75.577741168)",33.3,150.5,0.22,0.66,0.14,12261000
Delaware,1981,"(39.008830667, -75.577741168)",29.7,152.6,0.22,0.741,0.14,12714000
Delaware,1982,"(39.008830667, -75.577741168)",26.8,154.1,0.22,0.82,0.14,12904000
Delaware,1983,"(39.008830667, -75.577741168)",32.9,149.6,0.3,0.911,0.14,12605000
Delaware,1984,"(39.008830667, -75.577741168)",30.4,144,0.3,0.987,0.14,12278000
Delaware,1985,"(39.008830667, -75.577741168)",28.5,144.5,0.3,1.052,0.14,12518000
Delaware,1986,"(39.008830667, -75.577741168)",26.9,142.4,0.3,1.114,0.14,12569000
Delaware,1987,"(39.008830667, -75.577741168)",25.2,141,0.3,1.193,0.14,12441583
Delaware,1988,"(39.008830667, -75.577741168)",24.2,137.1,0.3,1.24,0.14,12472294
Delaware,1989,"(39.008830667, -75.577741168)",21.4,131.7,0.3,1.4,0.14,12115228
Delaware,1990,"(39.008830667, -75.577741168)",24.4,127.2,0.35,1.432,0.14,11701261
Delaware,1991,"(39.008830667, -75.577741168)",25.1,118.8,0.44,1.747,0.14,17463430
Delaware,1992,"(39.008830667, -75.577741168)",23.4,120,0.44,1.879,0.24,19489890
Delaware,1993,"(39.008830667, -75.577741168)",31.5,123.8,0.48,1.525,0.24,20003796
Delaware,1994,"(39.008830667, -75.577741168)",29.9,126.1,0.48,1.607,0.24,20705148
Delaware,1995,"(39.008830667, -75.577741168)",28.4,127.2,0.48,1.691,0.24,21475896
Delaware,1996,"(39.008830667, -75.577741168)",27.9,128.3,0.48,1.719,0.24,21924220
Delaware,1997,"(39.008830667, -75.577741168)",26.8,124.1,0.48,1.792,0.24,21609756
Delaware,1998,"(39.008830667, -75.577741168)",24.2,132.8,0.48,1.983,0.24,23095680
Delaware,1999,"(39.008830667, -75.577741168)",17.4,139.5,0.48,2.762,0.24,24551400
Delaware,2000,"(39.008830667, -75.577741168)",20.1,140.7,0.58,2.887,0.24,25956720
Delaware,2001,"(39.008830667, -75.577741168)",18.3,141.4,0.58,3.171,0.24,26588160
Delaware,2002,"(39.008830667, -75.577741168)",19.5,142.4,0.63,3.23,0.24,27218880
Delaware,2003,"(39.008830667, -75.577741168)",26.6,184.2,0.94,3.532,0.24,35223120
Delaware,2004,"(39.008830667, -75.577741168)",27.6,176,0.94,3.411,0.55,72607229
Delaware,2005,"(39.008830667, -75.577741168)",27,178.8,0.94,3.484,0.55,82412306
Delaware,2006,"(39.008830667, -75.577741168)",26.4,183.6,0.94,3.56,0.55,86091401
Delaware,2007,"(39.008830667, -75.577741168)",36.3,185.2,1.54,4.239,0.55,88005886
Delaware,2008,"(39.008830667, -75.577741168)",36.5,133.3,1.54,4.215,1.15,118708899
Delaware,2009,"(39.008830667, -75.577741168)",48.8,122.8,2.61,5.351,1.15,125387267
Delaware,2010,"(39.008830667, -75.577741168)",46.8,95,2.61,5.577,1.6,128799000
Delaware,2011,"(39.008830667, -75.577741168)",46.4,87.6,2.61,5.621,1.6,125650238
Delaware,2012,"(39.008830667, -75.577741168)",44.7,84.9,2.61,5.833,1.6,122961514
Delaware,2013,"(39.008830667, -75.577741168)",45,77.1,2.61,5.8,1.6,112948060
Delaware,2014,"(39.008830667, -75.577741168)",44.9,71.2,2.61,5.818,1.6,105258270
Delaware,2015,"(39.008830667, -75.577741168)",44.5,70.1,2.61,5.86,1.6,104697728
Delaware,2016,"(39.008830667, -75.577741168)",43.6,68.1,2.61,5.993,1.6,102862770
Delaware,2017,"(39.008830667, -75.577741168)",47,72.6,3.11,6.618,1.6,110384640
Delaware,2018,"(39.008830667, -75.577741168)",45.4,64.2,3.11,6.846,2.1,122111640
Delaware,2019,"(39.008830667, -75.577741168)",43.9,56.9,3.11,7.091,2.1,113012160
District of Columbia,1970,"(38.890371385, -77.031961127)",36.8,200.4,0.12,0.326,0.04,5801000
District of Columbia,1971,"(38.890371385, -77.031961127)",35.6,213,0.12,0.337,0.04,6416000
District of Columbia,1972,"(38.890371385, -77.031961127)",34.8,220.6,0.12,0.345,0.04,6532000
District of Columbia,1973,"(38.890371385, -77.031961127)",38.9,209.4,0.14,0.36,0.06,8022000
District of Columbia,1974,"(38.890371385, -77.031961127)",35.5,182.7,0.14,0.394,0.06,8165000
District of Columbia,1975,"(38.890371385, -77.031961127)",29.3,176.5,0.14,0.478,0.06,7640000
District of Columbia,1976,"(38.890371385, -77.031961127)",40.5,167.7,0.21,0.519,0.1,10137000
District of Columbia,1977,"(38.890371385, -77.031961127)",35.1,136.7,0.21,0.598,0.13,12669000
District of Columbia,1978,"(38.890371385, -77.031961127)",35.4,130.3,0.21,0.593,0.13,11640000
District of Columbia,1979,"(38.890371385, -77.031961127)",32,128.5,0.21,0.656,0.13,11201000
District of Columbia,1980,"(38.890371385, -77.031961127)",30.4,129.7,0.21,0.69,0.13,11007000
District of Columbia,1981,"(38.890371385, -77.031961127)",28.1,131.9,0.21,0.748,0.13,10873000
District of Columbia,1982,"(38.890371385, -77.031961127)",24.3,132,0.21,0.863,0.13,10782000
District of Columbia,1983,"(38.890371385, -77.031961127)",29.4,124.5,0.29,0.985,0.13,10260000
District of Columbia,1984,"(38.890371385, -77.031961127)",28.9,124.6,0.29,1.004,0.13,9987000
District of Columbia,1985,"(38.890371385, -77.031961127)",26.5,122.1,0.29,1.093,0.13,9874000
District of Columbia,1986,"(38.890371385, -77.031961127)",25.8,117.2,0.29,1.125,0.13,9500000
District of Columbia,1987,"(38.890371385, -77.031961127)",27.7,113,0.33,1.19,0.17,9595000
District of Columbia,1988,"(38.890371385, -77.031961127)",24.3,105.4,0.33,1.359,0.17,10930000
District of Columbia,1989,"(38.890371385, -77.031961127)",22.6,101.1,0.33,1.457,0.17,10717000
District of Columbia,1990,"(38.890371385, -77.031961127)",23,84.1,0.33,1.433,0.17,8916000
District of Columbia,1991,"(38.890371385, -77.031961127)",26.7,82.2,0.5,1.874,0.17,8439000
District of Columbia,1992,"(38.890371385, -77.031961127)",33,82.6,0.7,2.121,0.17,14272000
District of Columbia,1993,"(38.890371385, -77.031961127)",41.8,68,0.89,2.131,0.5,20611000
District of Columbia,1994,"(38.890371385, -77.031961127)",40.1,54.1,0.89,2.219,0.5,21412000
District of Columbia,1995,"(38.890371385, -77.031961127)",38.2,57.9,0.89,2.332,0.65,21623000
District of Columbia,1996,"(38.890371385, -77.031961127)",38.6,56,0.89,2.304,0.65,20596000
District of Columbia,1997,"(38.890371385, -77.031961127)",37.6,54.3,0.89,2.365,0.65,19199000
District of Columbia,1998,"(38.890371385, -77.031961127)",35.1,50.9,0.89,2.533,0.65,17952000
District of Columbia,1999,"(38.890371385, -77.031961127)",27.5,50.8,0.89,3.24,0.65,17420000
District of Columbia,2000,"(38.890371385, -77.031961127)",27.9,50.2,0.99,3.554,0.65,17050000
District of Columbia,2001,"(38.890371385, -77.031961127)",26.7,43.9,0.99,3.714,0.65,16329000
District of Columbia,2002,"(38.890371385, -77.031961127)",27.3,44.4,1.04,3.811,0.65,16465000
District of Columbia,2003,"(38.890371385, -77.031961127)",33.9,45.6,1.39,4.104,1,20488000
District of Columbia,2004,"(38.890371385, -77.031961127)",33.1,38.4,1.39,4.197,1,21633000
District of Columbia,2005,"(38.890371385, -77.031961127)",32.7,37.3,1.39,4.256,1,20674000
District of Columbia,2006,"(38.890371385, -77.031961127)",32.8,42.2,1.39,4.235,1,23219000
District of Columbia,2007,"(38.890371385, -77.031961127)",32.3,38.1,1.39,4.3,1,22167000
District of Columbia,2008,"(38.890371385, -77.031961127)",46.9,38.1,2.39,5.096,1,22865000
District of Columbia,2009,"(38.890371385, -77.031961127)",52.5,33.4,3.51,6.688,2,33245000
District of Columbia,2010,"(38.890371385, -77.031961127)",49.2,23.1,3.51,7.13,2.5,32258549
District of Columbia,2011,"(38.890371385, -77.031961127)",54.4,24.2,3.87,7.113,2.5,36360219
District of Columbia,2012,"(38.890371385, -77.031961127)",52.5,20,3.87,7.366,2.86,34148060
District of Columbia,2013,"(38.890371385, -77.031961127)",52.4,18.6,3.87,7.39,2.86,34304210
District of Columbia,2014,"(38.890371385, -77.031961127)",52.9,16.2,3.87,7.312,2.86,30467365
District of Columbia,2015,"(38.890371385, -77.031961127)",52.1,15.8,3.91,7.509,2.9,30616929
District of Columbia,2016,"(38.890371385, -77.031961127)",51,14.8,3.93,7.704,2.91,29405456
District of Columbia,2017,"(38.890371385, -77.031961127)",49.8,13.2,3.95,7.936,2.92,26237239
District of Columbia,2018,"(38.890371385, -77.031961127)",60.3,12.9,5.95,9.863,2.94,26287476
District of Columbia,2019,"(38.890371385, -77.031961127)",57.1,9.1,5.95,10.418,4.94,27419844
Florida,1970,"(28.932040377, -81.928960539)",52.5,123.6,0.23,0.438,0.15,117819000
Florida,1971,"(28.932040377, -81.928960539)",53.4,123,0.25,0.468,0.15,126319000
Florida,1972,"(28.932040377, -81.928960539)",52.7,126,0.25,0.474,0.17,151859000
Florida,1973,"(28.932040377, -81.928960539)",52,132.6,0.25,0.481,0.17,163632000
Florida,1974,"(28.932040377, -81.928960539)",48.4,136,0.25,0.517,0.17,177469000
Florida,1975,"(28.932040377, -81.928960539)",44.7,131.9,0.25,0.559,0.17,181452000
Florida,1976,"(28.932040377, -81.928960539)",44.7,130.3,0.25,0.559,0.17,185059000
Florida,1977,"(28.932040377, -81.928960539)",43.7,133.1,0.29,0.663,0.17,190607000
Florida,1978,"(28.932040377, -81.928960539)",43.6,133.4,0.29,0.665,0.21,236587000
Florida,1979,"(28.932040377, -81.928960539)",41.6,135.4,0.29,0.698,0.21,244444000
Florida,1980,"(28.932040377, -81.928960539)",39.8,139,0.29,0.728,0.21,258648000
Florida,1981,"(28.932040377, -81.928960539)",36.7,132.8,0.29,0.79,0.21,271618000
Florida,1982,"(28.932040377, -81.928960539)",32,131.8,0.29,0.905,0.21,281771000
Florida,1983,"(28.932040377, -81.928960539)",37.3,127.6,0.37,0.993,0.21,278995000
Florida,1984,"(28.932040377, -81.928960539)",35.5,124.7,0.37,1.042,0.21,283263000
Florida,1985,"(28.932040377, -81.928960539)",32.5,124.2,0.37,1.138,0.21,291172000
Florida,1986,"(28.932040377, -81.928960539)",33.1,124.7,0.4,1.208,0.21,295577556
Florida,1987,"(28.932040377, -81.928960539)",30.5,125.1,0.4,1.305,0.24,351727705
Florida,1988,"(28.932040377, -81.928960539)",28.6,119.5,0.4,1.398,0.24,350159584
Florida,1989,"(28.932040377, -81.928960539)",26.5,113.8,0.4,1.501,0.24,341991205
Florida,1990,"(28.932040377, -81.928960539)",28.5,110.1,0.499,1.748,0.24,330390606
Florida,1991,"(28.932040377, -81.928960539)",28.8,98.2,0.539,1.87,0.24,443173112
Florida,1992,"(28.932040377, -81.928960539)",27.8,95.9,0.539,1.937,0.339,430165803
Florida,1993,"(28.932040377, -81.928960539)",33.7,96.8,0.579,1.716,0.339,427857405
Florida,1994,"(28.932040377, -81.928960539)",33.4,93.6,0.579,1.733,0.339,428232716
Florida,1995,"(28.932040377, -81.928960539)",32.2,95.4,0.579,1.798,0.339,447593128
Florida,1996,"(28.932040377, -81.928960539)",31.7,91.8,0.579,1.827,0.339,439057697
Florida,1997,"(28.932040377, -81.928960539)",30.2,93,0.579,1.918,0.339,454116714
Florida,1998,"(28.932040377, -81.928960539)",26.9,91.7,0.579,2.156,0.339,447713978
Florida,1999,"(28.932040377, -81.928960539)",20.2,88.2,0.579,2.863,0.339,438240758
Florida,2000,"(28.932040377, -81.928960539)",22.5,82.5,0.679,3.023,0.339,426268878
Florida,2001,"(28.932040377, -81.928960539)",20.4,78.6,0.679,3.324,0.339,425732302
Florida,2002,"(28.932040377, -81.928960539)",21.5,77.9,0.729,3.391,0.339,432429797
Florida,2003,"(28.932040377, -81.928960539)",22,76.7,0.729,3.312,0.339,426546465
Florida,2004,"(28.932040377, -81.928960539)",22.5,74.2,0.729,3.247,0.339,427985959
Florida,2005,"(28.932040377, -81.928960539)",21.2,75.3,0.729,3.433,0.339,443845242
Florida,2006,"(28.932040377, -81.928960539)",21.2,71.9,0.729,3.435,0.339,432823038
Florida,2007,"(28.932040377, -81.928960539)",20.2,69.9,0.729,3.606,0.339,428877036
Florida,2008,"(28.932040377, -81.928960539)",20.4,67.9,0.729,3.566,0.339,410912748
Florida,2009,"(28.932040377, -81.928960539)",42.9,70.6,2.349,5.475,0.339,426710826
Florida,2010,"(28.932040377, -81.928960539)",42.5,50,2.349,5.527,1.339,1242236429
Florida,2011,"(28.932040377, -81.928960539)",42.6,49.7,2.349,5.519,1.339,1250816674
Florida,2012,"(28.932040377, -81.928960539)",42.3,45.9,2.349,5.549,1.339,1171575000
Florida,2013,"(28.932040377, -81.928960539)",42.2,44.3,2.349,5.572,1.339,1146480000
Florida,2014,"(28.932040377, -81.928960539)",42.3,42.4,2.349,5.548,1.339,1109443220
Florida,2015,"(28.932040377, -81.928960539)",40.9,41.9,2.349,5.744,1.339,1116457891
Florida,2016,"(28.932040377, -81.928960539)",40.6,41.5,2.349,5.789,1.339,1127472852
Florida,2017,"(28.932040377, -81.928960539)",39.1,40.6,2.349,6.006,1.339,1120838366
Florida,2018,"(28.932040377, -81.928960539)",38.3,38.4,2.349,6.13,1.339,1079117307
Florida,2019,"(28.932040377, -81.928960539)",37.5,36.2,2.349,6.262,1.339,1033636106
Georgia,1970,"(32.839681093, -83.627580346)",44.7,109.9,0.16,0.358,0.08,40789310
Georgia,1971,"(32.839681093, -83.627580346)",48.9,115.7,0.2,0.409,0.12,49778215
Georgia,1972,"(32.839681093, -83.627580346)",47.2,117,0.2,0.424,0.12,65455470
Georgia,1973,"(32.839681093, -83.627580346)",47.2,119.8,0.2,0.424,0.12,67860659
Georgia,1974,"(32.839681093, -83.627580346)",44.9,123.7,0.2,0.445,0.12,71030901
Georgia,1975,"(32.839681093, -83.627580346)",41.8,122.9,0.2,0.479,0.12,72017668
Georgia,1976,"(32.839681093, -83.627580346)",40.4,125.9,0.2,0.495,0.12,74434653
Georgia,1977,"(32.839681093, -83.627580346)",36.6,127.9,0.2,0.547,0.12,75841237
Georgia,1978,"(32.839681093, -83.627580346)",35.3,130.6,0.2,0.566,0.12,78514059
Georgia,1979,"(32.839681093, -83.627580346)",33.7,131,0.2,0.593,0.12,79159343
Georgia,1980,"(32.839681093, -83.627580346)",31.9,134,0.2,0.626,0.12,81529217
Georgia,1981,"(32.839681093, -83.627580346)",29.5,131.7,0.2,0.678,0.12,85549591
Georgia,1982,"(32.839681093, -83.627580346)",25.3,131.2,0.2,0.789,0.12,86890317
Georgia,1983,"(32.839681093, -83.627580346)",32.3,128.6,0.28,0.868,0.12,86120722
Georgia,1984,"(32.839681093, -83.627580346)",30.9,126.3,0.28,0.907,0.12,86489648
Georgia,1985,"(32.839681093, -83.627580346)",28,128.8,0.28,1.001,0.12,90152759
Georgia,1986,"(32.839681093, -83.627580346)",27,129,0.28,1.039,0.12,91320117
Georgia,1987,"(32.839681093, -83.627580346)",25.7,129.3,0.28,1.092,0.12,91904935
Georgia,1988,"(32.839681093, -83.627580346)",22.9,124.1,0.28,1.224,0.12,92494239
Georgia,1989,"(32.839681093, -83.627580346)",21.1,117.1,0.28,1.323,0.12,89778112
Georgia,1990,"(32.839681093, -83.627580346)",20.3,113.8,0.28,1.382,0.12,86697410
Georgia,1991,"(32.839681093, -83.627580346)",20.1,109.6,0.32,1.595,0.12,85503524
Georgia,1992,"(32.839681093, -83.627580346)",19.1,109.2,0.32,1.672,0.12,85101224
Georgia,1993,"(32.839681093, -83.627580346)",24.4,109.2,0.36,1.478,0.12,86596441
Georgia,1994,"(32.839681093, -83.627580346)",23.4,107.8,0.36,1.538,0.12,86833821
Georgia,1995,"(32.839681093, -83.627580346)",23.1,100.3,0.36,1.561,0.12,82956521
Georgia,1996,"(32.839681093, -83.627580346)",22.7,102.7,0.36,1.589,0.12,87807683
Georgia,1997,"(32.839681093, -83.627580346)",21.3,100.6,0.36,1.687,0.12,88830820
Georgia,1998,"(32.839681093, -83.627580346)",19.1,100.5,0.36,1.88,0.12,88635996
Georgia,1999,"(32.839681093, -83.627580346)",14,97.1,0.36,2.574,0.12,87120120
Georgia,2000,"(32.839681093, -83.627580346)",16,88.1,0.46,2.878,0.12,84389385
Georgia,2001,"(32.839681093, -83.627580346)",15,85.9,0.46,3.069,0.12,83450171
Georgia,2002,"(32.839681093, -83.627580346)",16.2,79.5,0.51,3.156,0.12,79538401
Georgia,2003,"(32.839681093, -83.627580346)",23,83.1,0.76,3.309,0.12,83606208
Georgia,2004,"(32.839681093, -83.627580346)",22.6,68.1,0.76,3.362,0.37,219060809
Georgia,2005,"(32.839681093, -83.627580346)",21.8,70.2,0.76,3.483,0.37,231565881
Georgia,2006,"(32.839681093, -83.627580346)",21.7,68.2,0.76,3.498,0.37,229086518
